,age,job,marital,education,balance,housing,loan,day,month,campaign
40202,53,management,married,tertiary,1061,0,0,8,jun,2
29554,34,entrepreneur,single,tertiary,1295,1,0,3,feb,1
24931,32,management,married,tertiary,258,1,1,18,nov,1
15347,25,admin.,married,secondary,18,1,0,18,jul,1
34777,29,services,single,secondary,2,1,0,6,may,4
32756,38,blue-collar,married,secondary,4771,1,0,17,apr,1
6995,54,management,divorced,tertiary,192,1,0,28,may,3
7412,55,retired,married,secondary,2749,1,1,29,may,2
33876,38,services,married,secondary,1970,1,0,30,apr,1
13902,53,retired,married,primary,61,0,1,10,jul,1
3996,41,blue-collar,single,primary,0,1,0,16,may,5
32852,38,technician,married,secondary,710,1,0,17,apr,1
18107,27,housemaid,married,primary,3,1,1,30,jul,4
25022,37,blue-collar,single,secondary,690,1,0,18,nov,1
36542,55,technician,single,secondary,99,1,0,12,may,1
19344,35,technician,single,tertiary,0,1,0,6,aug,2
3519,41,blue-collar,married,primary,2453,1,0,15,may,1
41876,46,blue-collar,married,tertiary,3745,0,0,19,oct,1
10084,60,blue-collar,married,primary,3230,0,0,11,jun,4
768,29,student,single,secondary,110,1,0,7,may,3
21915,37,technician,married,secondary,-318,0,0,20,aug,20
34329,32,blue-collar,married,primary,-148,1,0,4,may,3
36153,31,technician,single,secondary,0,1,0,11,may,1
32867,30,blue-collar,married,secondary,658,1,0,17,apr,3
17493,41,technician,married,secondary,640,0,0,28,jul,6
23306,45,technician,married,secondary,34,0,0,27,aug,7
15804,54,management,married,tertiary,3795,1,1,21,jul,1
26192,32,technician,married,tertiary,4654,1,1,20,nov,1
16490,25,services,married,secondary,72,1,0,23,jul,2
25162,48,unemployed,married,primary,484,0,0,18,nov,1
4435,29,technician,married,tertiary,43,1,0,20,may,2
20170,30,management,single,secondary,0,0,0,11,aug,5
5125,31,management,married,tertiary,4924,1,0,21,may,2
15508,37,management,married,tertiary,2364,0,0,18,jul,4
42758,56,unemployed,divorced,primary,282,0,0,28,jan,2
7405,49,blue-collar,married,secondary,0,1,0,29,may,2
41989,28,technician,single,unknown,0,1,0,27,oct,1
29677,58,management,single,tertiary,1387,1,0,3,feb,6
19508,52,management,single,tertiary,741,0,0,7,aug,2
38435,37,blue-collar,married,primary,-212,1,0,15,may,3
33807,35,technician,single,secondary,183,0,0,24,apr,2
19743,53,services,married,secondary,1713,1,0,7,aug,3
19605,50,housemaid,married,primary,152,0,0,7,aug,4
43883,39,services,married,secondary,1970,1,0,8,jun,1
18596,42,blue-collar,married,primary,0,1,0,31,jul,4
6863,39,blue-collar,married,primary,7304,1,0,28,may,1
30290,39,entrepreneur,single,secondary,829,0,0,5,feb,1
36828,37,management,married,tertiary,1949,1,0,12,may,2
27616,37,housemaid,divorced,primary,0,1,1,21,nov,7
26668,51,entrepreneur,married,secondary,653,1,0,20,nov,9
17382,58,housemaid,married,tertiary,94,0,1,28,jul,7
1840,26,management,married,primary,1349,1,0,9,may,1
472,46,blue-collar,married,unknown,1044,1,0,6,may,1
15855,38,admin.,divorced,secondary,0,0,1,21,jul,3
441,34,technician,single,tertiary,242,1,0,6,may,1
13344,56,blue-collar,married,secondary,339,0,0,8,jul,3
33363,46,blue-collar,married,primary,859,1,0,20,apr,1
2974,53,entrepreneur,married,primary,694,1,0,14,may,1
41189,27,technician,single,tertiary,11862,0,0,20,aug,1
40597,61,blue-collar,married,primary,7879,0,0,28,jul,9
23536,32,housemaid,married,secondary,156,0,1,28,aug,4
31489,58,management,divorced,tertiary,315,1,0,1,apr,2
5663,33,unemployed,single,tertiary,157,1,0,26,may,5
44651,48,unknown,single,unknown,1819,0,0,2,sep,1
19601,45,blue-collar,married,secondary,1583,1,0,7,aug,7
19309,59,retired,married,primary,1390,0,1,6,aug,2
32361,53,services,married,secondary,-2,1,1,16,apr,2
25132,32,services,single,secondary,2251,1,1,18,nov,1
25438,36,management,single,tertiary,3343,0,0,18,nov,1
12337,46,technician,married,tertiary,157,0,0,26,jun,1
1543,37,admin.,married,secondary,14,1,0,8,may,2
20043,49,technician,divorced,secondary,229,0,0,8,aug,2
36763,36,blue-collar,married,primary,300,1,0,12,may,1
37777,51,management,divorced,tertiary,-256,1,1,14,may,1
8949,36,unemployed,single,secondary,244,1,0,4,jun,2
18189,27,technician,single,secondary,489,1,0,30,jul,4
17832,60,management,married,tertiary,6657,1,0,29,jul,19
24138,36,admin.,married,secondary,3321,1,0,6,nov,1
15608,34,admin.,married,secondary,159,1,0,21,jul,1
17501,39,technician,single,tertiary,54,1,0,29,jul,12
15038,55,unemployed,divorced,secondary,79,1,0,17,jul,2
38939,30,blue-collar,single,secondary,3950,1,0,18,may,4
34934,27,unemployed,single,secondary,0,1,0,6,may,1
4129,38,admin.,married,secondary,976,1,1,19,may,2
17516,41,technician,married,tertiary,354,0,0,29,jul,5
30550,36,technician,married,secondary,145,1,1,5,feb,2
3565,40,blue-collar,married,primary,2562,1,0,15,may,4
9255,49,admin.,married,secondary,1677,0,0,5,jun,3
27224,42,technician,single,secondary,716,1,0,21,nov,1
14288,30,technician,married,secondary,450,0,1,14,jul,4
42548,25,student,single,unknown,10788,0,0,23,dec,2
11802,44,management,married,tertiary,2400,0,0,20,jun,1
2886,54,blue-collar,married,secondary,1765,1,0,14,may,1
11760,44,services,single,secondary,2886,0,0,20,jun,1
7434,54,management,married,tertiary,107,1,0,29,may,3
10009,39,blue-collar,single,primary,2,1,0,9,jun,2
8344,29,blue-collar,single,secondary,260,1,0,2,jun,14
26908,48,management,divorced,tertiary,-547,0,0,21,nov,2
15006,37,management,married,secondary,33,0,1,17,jul,1
3885,28,management,married,tertiary,103,1,0,16,may,2
12188,41,student,married,secondary,1309,0,0,20,jun,4
32265,20,blue-collar,single,secondary,423,1,0,16,apr,1
10543,42,management,married,tertiary,-380,1,0,16,jun,1
30950,31,entrepreneur,single,secondary,937,1,0,9,feb,3
38114,28,student,single,secondary,293,0,0,15,may,3
40620,57,entrepreneur,married,secondary,666,0,0,4,aug,1
6753,52,blue-collar,married,secondary,310,1,0,28,may,4
39257,32,blue-collar,married,unknown,1267,1,0,18,may,2
6285,40,management,divorced,tertiary,290,1,0,27,may,1
28819,38,management,married,tertiary,-70,1,0,30,jan,1
5980,28,technician,single,secondary,541,1,0,26,may,3
10624,36,housemaid,married,tertiary,-1941,1,0,16,jun,1
22459,36,management,divorced,tertiary,276,1,0,22,aug,2
2909,42,management,single,secondary,2535,1,0,14,may,1
15490,31,services,single,secondary,24,0,0,18,jul,2
43252,35,technician,married,secondary,294,1,0,9,mar,1
7334,27,management,single,tertiary,12956,1,0,29,may,3
15291,34,technician,married,secondary,652,1,1,18,jul,4
12334,52,admin.,married,secondary,192,0,1,26,jun,1
22860,32,technician,single,secondary,230,1,0,25,aug,8
15007,50,blue-collar,married,secondary,1832,1,0,17,jul,1
40345,34,management,married,tertiary,2374,1,1,18,jun,2
22359,58,management,divorced,tertiary,0,0,0,22,aug,3
28723,32,blue-collar,married,secondary,578,1,0,30,jan,3
17597,47,services,single,secondary,917,0,0,29,jul,2
17247,28,management,single,tertiary,111,1,1,28,jul,2
1865,52,blue-collar,divorced,primary,-97,1,1,9,may,4
26973,30,management,single,tertiary,485,1,0,21,nov,2
30945,60,technician,married,secondary,21,0,0,9,feb,4
29042,35,technician,divorced,secondary,2823,1,0,2,feb,1
33442,38,entrepreneur,married,secondary,0,1,1,20,apr,2
17034,27,technician,single,secondary,1359,0,1,25,jul,1
32313,38,technician,married,tertiary,1004,1,0,16,apr,2
44387,38,management,married,tertiary,1199,0,0,3,aug,1
6172,27,admin.,married,secondary,1475,1,0,27,may,1
41997,70,retired,married,secondary,616,0,0,27,oct,1
4869,31,blue-collar,married,secondary,1914,1,0,21,may,1
31593,44,blue-collar,married,secondary,879,1,0,3,apr,1
41068,26,blue-collar,single,secondary,535,0,0,14,aug,1
39165,57,services,divorced,primary,2225,1,0,18,may,4
17441,26,blue-collar,single,secondary,-685,1,1,28,jul,4
38368,30,entrepreneur,married,tertiary,3037,1,0,15,may,5
16623,45,management,married,tertiary,0,0,0,24,jul,2
40388,33,housemaid,single,secondary,1363,0,0,30,jun,1
22284,31,technician,single,secondary,4,0,0,21,aug,3
41165,25,technician,single,tertiary,3411,0,0,19,aug,2
2105,59,blue-collar,divorced,primary,220,1,0,12,may,1
23763,36,technician,married,secondary,4542,1,0,28,aug,16
32661,53,services,married,secondary,197,1,0,17,apr,1
3310,56,retired,married,secondary,1678,1,0,15,may,1
42090,51,unknown,married,unknown,1585,0,0,30,oct,4
21601,32,technician,married,secondary,4133,0,0,19,aug,6
1822,34,blue-collar,married,secondary,-331,1,1,9,may,1
40651,36,management,married,tertiary,495,0,0,5,aug,3
2749,38,management,divorced,tertiary,547,1,0,14,may,4
30626,34,admin.,married,tertiary,37,0,0,6,feb,1
17367,38,admin.,married,secondary,337,0,0,28,jul,4
3868,38,management,married,tertiary,2724,1,0,16,may,4
38504,29,technician,single,tertiary,940,1,0,15,may,1
19649,31,technician,single,secondary,754,0,0,7,aug,2
7110,21,services,single,secondary,1903,1,0,29,may,2
2346,32,technician,married,secondary,175,1,0,13,may,1
41170,42,management,married,tertiary,976,0,0,19,aug,1
14276,33,blue-collar,single,secondary,179,0,0,14,jul,7
26747,35,technician,married,secondary,1546,1,0,20,nov,4
12523,37,blue-collar,married,secondary,606,1,1,3,jul,3
1780,35,blue-collar,married,primary,198,1,0,9,may,2
11149,46,management,single,tertiary,46,0,1,18,jun,1
5582,32,blue-collar,married,secondary,38,1,0,23,may,5
37103,39,technician,single,secondary,0,1,0,13,may,7
2165,29,blue-collar,married,secondary,177,1,0,12,may,3
13764,56,management,divorced,tertiary,3885,1,0,10,jul,1
1630,53,entrepreneur,married,secondary,-118,1,0,9,may,3
38516,37,admin.,single,secondary,309,1,0,15,may,3
30566,26,services,married,secondary,116,0,0,5,feb,2
43153,36,management,single,tertiary,688,0,0,25,feb,3
5416,32,blue-collar,divorced,unknown,-274,1,1,23,may,2
23054,60,retired,married,primary,5,0,0,26,aug,2
22287,34,management,married,secondary,355,0,0,21,aug,3
36057,47,technician,married,secondary,-59,1,1,11,may,1
28940,42,blue-collar,married,secondary,1288,1,0,2,feb,1
27764,27,technician,single,tertiary,3064,0,1,28,jan,1
32641,35,services,married,secondary,195,1,0,17,apr,1
2593,44,admin.,married,secondary,1423,1,0,13,may,4
33288,35,management,single,tertiary,62,1,0,20,apr,3
787,46,management,married,tertiary,0,0,0,7,may,2
29007,37,services,divorced,secondary,490,1,0,2,feb,1
5943,38,technician,married,secondary,6,1,0,26,may,4
22530,49,technician,married,tertiary,2950,1,0,22,aug,16
22867,55,blue-collar,married,primary,2275,0,0,25,aug,9
34827,35,management,single,secondary,0,1,0,6,may,1
36736,39,management,single,tertiary,202,1,0,12,may,1
26786,41,blue-collar,married,primary,3803,1,0,20,nov,3
19103,58,retired,married,secondary,571,0,0,5,aug,3
19721,34,technician,married,secondary,7487,0,0,7,aug,2
37588,27,blue-collar,married,secondary,1028,1,1,14,may,1
26098,41,self-employed,divorced,tertiary,4717,1,0,19,nov,2
24338,54,admin.,divorced,secondary,7089,0,0,17,nov,1
34476,42,admin.,single,secondary,151,1,0,5,may,3
20049,47,housemaid,married,secondary,1765,0,0,8,aug,3
28999,32,management,married,tertiary,1852,0,0,2,feb,2
16548,30,self-employed,married,primary,1380,1,0,24,jul,9
12313,47,blue-collar,divorced,secondary,0,0,1,26,jun,3
24923,48,services,married,secondary,2877,1,0,18,nov,1
11329,59,retired,married,primary,1427,0,0,18,jun,2
14145,38,technician,single,tertiary,0,0,1,11,jul,2
20094,34,technician,married,tertiary,116,0,0,11,aug,2
31943,36,technician,married,secondary,569,1,0,9,apr,1
13875,37,housemaid,married,primary,166,1,0,10,jul,1
29743,44,self-employed,married,primary,414,1,0,4,feb,1
9050,56,management,divorced,tertiary,41,0,0,5,jun,1
21451,44,technician,married,secondary,366,0,1,18,aug,12
4093,40,admin.,married,secondary,1380,1,0,19,may,1
1623,42,management,divorced,secondary,117,1,0,9,may,1
31090,21,blue-collar,single,secondary,2265,0,0,17,feb,2
31431,59,retired,married,tertiary,9676,0,0,27,mar,2
5658,47,services,married,secondary,4063,1,1,26,may,1
43190,42,technician,married,secondary,4945,1,0,2,mar,2
41726,68,retired,married,primary,2398,0,0,8,oct,1
29975,38,self-employed,single,tertiary,973,0,0,4,feb,1
26262,40,housemaid,divorced,secondary,1194,1,0,20,nov,2
42907,34,management,married,tertiary,1778,0,0,5,feb,1
16762,31,blue-collar,married,primary,33,1,0,24,jul,2
2267,32,management,single,tertiary,1345,1,0,12,may,3
26887,43,blue-collar,married,primary,3064,1,0,20,nov,2
5654,52,admin.,divorced,secondary,0,1,0,26,may,1
7031,41,services,married,secondary,803,1,0,28,may,3
42905,34,management,single,tertiary,382,0,0,5,feb,1
34709,54,blue-collar,married,primary,1357,1,1,5,may,5
34723,46,technician,married,tertiary,342,1,1,5,may,1
30947,30,technician,single,secondary,237,0,0,9,feb,2
42524,31,student,single,unknown,2347,0,0,18,dec,2
13043,35,entrepreneur,married,primary,2643,0,1,8,jul,1
18484,47,management,married,tertiary,2261,0,0,31,jul,2
23603,42,technician,married,secondary,3,0,0,28,aug,26
30091,28,services,single,primary,198,0,0,4,feb,2
40625,46,management,married,tertiary,242,0,0,4,aug,2
14433,40,management,married,tertiary,0,0,0,14,jul,8
24587,35,self-employed,married,tertiary,560,1,0,17,nov,1
24238,52,management,married,tertiary,1701,1,1,17,nov,1
34342,43,technician,married,secondary,4056,0,0,4,may,6
44544,55,unknown,married,secondary,2206,0,0,12,aug,1
12369,32,housemaid,married,primary,7,0,1,27,jun,1
27987,60,management,married,primary,130,0,0,28,jan,2
20036,30,management,single,tertiary,344,0,0,8,aug,3
19300,40,technician,divorced,secondary,311,0,0,6,aug,2
11454,52,management,married,tertiary,3737,1,0,19,jun,4
42803,26,technician,single,secondary,2002,0,0,29,jan,1
29118,37,management,married,tertiary,767,0,1,2,feb,1
26051,45,management,married,tertiary,7154,1,0,19,nov,3
18355,38,blue-collar,married,secondary,264,1,0,31,jul,2
19778,45,blue-collar,married,secondary,162,0,0,8,aug,2
32646,34,services,married,secondary,334,1,0,17,apr,2
26988,40,services,married,secondary,10406,0,0,21,nov,2
15308,31,technician,divorced,secondary,202,1,0,18,jul,1
35584,25,technician,divorced,tertiary,2317,1,0,7,may,4
30065,43,admin.,single,secondary,250,1,0,4,feb,2
15734,47,services,married,secondary,1123,0,1,21,jul,5
16848,48,management,divorced,tertiary,64,0,1,25,jul,6
14280,58,blue-collar,married,primary,226,1,0,14,jul,2
2609,42,management,married,secondary,-32,1,0,13,may,1
11251,41,entrepreneur,married,secondary,707,0,0,18,jun,1
5749,40,blue-collar,married,primary,669,1,0,26,may,3
5067,35,blue-collar,married,primary,3468,1,0,21,may,3
37564,46,blue-collar,married,secondary,2836,1,0,14,may,7
7186,51,services,married,secondary,-178,1,1,29,may,1
37650,54,services,married,primary,8,1,0,14,may,1
37092,38,admin.,married,secondary,3632,1,1,13,may,1
35418,28,technician,single,secondary,618,1,0,7,may,1
5176,53,blue-collar,married,secondary,1023,1,0,21,may,3
22356,46,housemaid,single,tertiary,1328,0,0,22,aug,2
14108,34,blue-collar,married,secondary,406,0,1,11,jul,2
34829,35,blue-collar,single,secondary,-441,1,0,6,may,1
32237,42,blue-collar,married,primary,244,1,0,16,apr,1
30464,37,blue-collar,married,secondary,660,1,1,5,feb,4
38666,34,admin.,married,secondary,-297,1,0,15,may,4
10647,56,admin.,single,secondary,-13,0,0,16,jun,3
20649,58,admin.,married,unknown,528,0,0,12,aug,3
35342,32,management,single,tertiary,-307,1,1,7,may,2
35330,47,blue-collar,divorced,secondary,25,1,0,7,may,1
14283,44,management,single,tertiary,0,0,1,14,jul,3
24713,36,management,married,tertiary,6153,0,0,17,nov,3
26145,52,management,divorced,tertiary,427,0,1,20,nov,3
3556,41,blue-collar,married,secondary,59,1,0,15,may,8
21538,32,management,married,tertiary,0,0,0,19,aug,6
3084,32,services,married,secondary,162,1,0,14,may,2
28481,26,student,single,secondary,1346,0,0,29,jan,2
14611,58,technician,married,secondary,0,1,0,15,jul,1
21180,30,technician,single,tertiary,0,0,1,14,aug,3
36028,36,services,divorced,secondary,223,1,1,11,may,1
6756,28,blue-collar,single,secondary,6307,1,0,28,may,1
9860,52,housemaid,married,secondary,3034,0,0,9,jun,2
43768,70,management,married,secondary,4,0,0,21,may,1
38600,36,student,single,secondary,3551,1,0,15,may,9
14571,37,management,married,tertiary,1094,1,0,15,jul,2
37903,34,blue-collar,married,secondary,2447,1,0,14,may,2
15304,58,blue-collar,divorced,primary,474,1,1,18,jul,1
2422,50,management,married,primary,478,0,0,13,may,5
45085,25,technician,single,secondary,325,0,0,22,oct,3
32496,41,services,married,secondary,121,1,0,17,apr,1
13470,55,blue-collar,married,primary,283,0,1,9,jul,1
36595,31,admin.,married,secondary,2,1,1,12,may,4
41985,41,unknown,single,unknown,942,0,0,27,oct,1
42015,33,management,single,tertiary,3170,0,0,28,oct,2
37471,35,unemployed,single,secondary,9,1,0,13,may,2
27021,50,admin.,married,secondary,4117,0,0,21,nov,1
39312,29,blue-collar,single,secondary,1472,0,0,18,may,2
19516,60,technician,married,tertiary,804,0,0,7,aug,2
7058,32,admin.,married,secondary,739,1,1,28,may,3
31823,32,self-employed,single,tertiary,562,1,1,8,apr,1
15255,49,housemaid,married,primary,0,1,0,17,jul,1
26759,32,blue-collar,single,secondary,2696,1,0,20,nov,2
26539,55,admin.,married,secondary,1102,1,0,20,nov,1
4960,41,management,single,tertiary,1216,1,0,21,may,3
12463,45,technician,married,tertiary,-302,0,1,1,jul,1
3360,41,management,married,secondary,6526,0,0,15,may,3
11618,45,technician,married,tertiary,377,1,0,19,jun,3
42891,80,retired,married,secondary,2354,0,0,4,feb,1
5171,46,blue-collar,married,secondary,2173,1,0,21,may,5
32654,30,blue-collar,married,secondary,5,0,0,17,apr,3
29482,44,unemployed,married,primary,1617,0,0,3,feb,1
18102,32,admin.,married,secondary,167,1,0,30,jul,6
36854,40,blue-collar,married,primary,1411,1,0,12,may,2
33337,39,technician,married,tertiary,1524,0,0,20,apr,1
32339,35,blue-collar,married,primary,4319,0,0,16,apr,1
27693,34,blue-collar,married,primary,2720,1,0,21,nov,2
26423,57,entrepreneur,married,secondary,1888,0,0,20,nov,1
25153,48,blue-collar,married,secondary,3008,1,1,18,nov,1
30924,46,services,married,secondary,561,1,0,9,feb,4
16500,33,technician,married,secondary,844,1,0,23,jul,3
10386,55,blue-collar,married,primary,472,0,0,12,jun,2
8575,30,management,single,tertiary,7845,1,0,3,jun,1
41203,58,technician,married,secondary,385,0,0,20,aug,1
12498,30,admin.,married,tertiary,1717,0,1,2,jul,2
9126,39,blue-collar,married,secondary,3231,1,1,5,jun,2
35546,55,management,divorced,tertiary,608,1,0,7,may,2
41028,33,management,married,tertiary,3363,1,1,13,aug,1
27876,50,blue-collar,single,tertiary,218,0,0,28,jan,1
20705,55,housemaid,married,primary,1642,0,0,13,aug,2
22734,41,management,divorced,tertiary,-68,1,1,25,aug,22
41883,46,housemaid,single,primary,10889,0,0,19,oct,3
35860,56,management,married,tertiary,935,1,0,8,may,2
33782,22,admin.,single,secondary,61,0,0,23,apr,1
37310,55,blue-collar,divorced,unknown,276,1,0,13,may,1
35671,56,technician,married,secondary,2313,1,0,8,may,3
26388,38,management,divorced,tertiary,4335,1,0,20,nov,1
21947,50,blue-collar,married,primary,-219,0,1,20,aug,2
0,58,management,married,tertiary,2143,1,0,5,may,1
32065,24,management,married,unknown,448,0,0,14,apr,1
31407,28,admin.,single,secondary,1277,0,0,26,mar,1
40120,54,management,single,tertiary,0,0,0,5,jun,4
27812,28,unemployed,single,secondary,23,0,0,28,jan,1
16578,53,services,married,secondary,1065,0,1,24,jul,1
24004,37,technician,married,secondary,449,1,0,29,aug,4
17224,32,technician,married,secondary,163,1,1,28,jul,3
707,35,technician,single,tertiary,226,1,1,6,may,3
36175,23,student,single,secondary,2412,1,0,11,may,5
28089,51,admin.,married,secondary,2662,0,0,28,jan,2
28708,34,technician,divorced,secondary,1301,1,0,30,jan,2
453,37,management,married,tertiary,231,1,1,6,may,2
6876,29,technician,single,secondary,22008,1,0,28,may,2
2750,46,retired,married,primary,1374,0,1,14,may,3
40493,29,management,single,tertiary,4331,0,0,7,jul,1
1605,40,services,married,primary,332,1,0,8,may,1
39475,28,technician,single,tertiary,0,1,0,25,may,1
23448,43,technician,divorced,secondary,-278,0,0,28,aug,8
33843,47,management,divorced,tertiary,0,0,0,28,apr,2
15543,31,services,married,secondary,-163,1,0,21,jul,2
25029,40,services,single,secondary,326,1,0,18,nov,1
26801,54,management,married,primary,3859,0,1,20,nov,3
19059,43,management,single,tertiary,2048,1,0,5,aug,1
25017,39,blue-collar,divorced,primary,3970,1,0,18,nov,1
10301,41,services,married,secondary,4283,1,0,12,jun,1
31972,30,blue-collar,single,primary,464,1,0,13,apr,1
22952,30,technician,single,tertiary,10,0,0,26,aug,8
40679,65,unknown,married,unknown,4717,0,0,6,aug,1
28316,45,blue-collar,married,primary,789,0,1,29,jan,1
28550,57,management,divorced,tertiary,1016,1,0,29,jan,2
30574,30,management,single,tertiary,640,0,0,6,feb,4
42233,57,unemployed,married,secondary,2299,0,0,12,nov,3
8632,29,services,married,primary,711,1,0,3,jun,4
40557,49,management,single,tertiary,151,1,0,8,jul,3
27818,33,admin.,married,secondary,4012,0,1,28,jan,1
32347,30,admin.,single,secondary,818,1,1,16,apr,1
2322,45,blue-collar,married,primary,333,1,0,13,may,3
29254,52,services,married,secondary,416,1,0,2,feb,2
26958,30,entrepreneur,single,primary,2816,1,0,21,nov,1
12161,41,management,married,tertiary,2031,1,0,20,jun,3
15762,31,blue-collar,married,secondary,799,1,0,21,jul,1
26092,31,services,married,secondary,1020,1,0,19,nov,6
19041,45,technician,divorced,secondary,49,0,0,5,aug,3
40044,40,management,married,tertiary,8963,0,0,3,jun,2
44638,65,technician,married,secondary,2303,0,0,1,sep,2
1201,36,entrepreneur,single,secondary,157,1,0,8,may,1
9827,59,retired,married,secondary,1173,0,0,9,jun,2
28517,29,technician,single,tertiary,370,1,0,29,jan,2
25117,54,management,married,tertiary,214,1,0,18,nov,1
2356,24,technician,single,secondary,-126,1,1,13,may,2
42264,76,retired,married,primary,3324,0,0,13,nov,1
31577,43,unemployed,married,secondary,1943,1,0,3,apr,2
10334,53,self-employed,married,tertiary,4397,1,0,12,jun,1
6158,32,admin.,married,secondary,17,1,0,27,may,1
45099,30,management,single,tertiary,985,1,0,25,oct,1
19523,55,blue-collar,married,primary,1086,1,0,7,aug,2
18401,59,blue-collar,married,primary,595,0,0,31,jul,7
10689,40,services,married,unknown,4075,1,0,16,jun,3
41974,70,unknown,married,tertiary,353,0,0,26,oct,2
20305,38,self-employed,single,tertiary,982,0,0,11,aug,3
30345,59,unemployed,married,secondary,2740,0,0,5,feb,1
27793,30,management,single,tertiary,1572,0,0,28,jan,1
38962,28,blue-collar,single,secondary,402,1,0,18,may,1
2586,53,blue-collar,married,secondary,1570,1,0,13,may,1
26961,47,technician,married,secondary,0,0,0,21,nov,1
38851,43,blue-collar,married,primary,714,1,0,18,may,6
42215,58,blue-collar,married,secondary,381,0,0,11,nov,4
6446,29,management,single,tertiary,10436,0,0,27,may,2
7133,41,admin.,married,secondary,3279,1,0,29,may,1
41712,37,admin.,married,secondary,2061,1,1,7,oct,2
19488,31,technician,married,secondary,54,0,0,7,aug,2
16749,52,blue-collar,married,primary,134,1,0,24,jul,3
17683,34,management,single,tertiary,5284,1,0,29,jul,5
7107,40,admin.,married,primary,1314,1,0,29,may,1
22081,47,management,married,tertiary,1224,0,0,21,aug,2
31701,36,services,married,secondary,3740,1,0,7,apr,1
43963,52,management,married,unknown,1708,0,0,23,jun,1
9249,56,management,married,primary,0,0,0,5,jun,2
17259,26,blue-collar,single,primary,1538,0,1,28,jul,3
27712,54,self-employed,divorced,secondary,1016,1,0,21,nov,3
9960,48,management,married,unknown,598,0,0,9,jun,2
44676,57,retired,married,primary,1947,0,0,3,sep,1
37504,47,blue-collar,married,unknown,878,1,0,13,may,4
502,37,management,single,tertiary,230,1,1,6,may,1
24009,52,technician,married,secondary,64,0,0,29,aug,2
36047,41,blue-collar,married,secondary,-217,1,0,11,may,1
13491,46,self-employed,married,tertiary,917,0,0,9,jul,5
35598,35,blue-collar,married,secondary,1615,1,0,7,may,2
6510,48,housemaid,married,primary,627,1,0,27,may,5
3595,60,admin.,married,secondary,1880,1,0,15,may,4
1648,36,technician,single,secondary,-333,1,1,9,may,1
38603,43,services,divorced,secondary,7816,1,0,15,may,3
35728,40,admin.,married,secondary,526,1,0,8,may,1
37660,23,blue-collar,married,secondary,0,1,0,14,may,1
14967,31,services,married,secondary,-455,0,1,16,jul,2
16887,37,management,married,tertiary,4039,0,1,25,jul,2
15049,30,management,married,tertiary,3134,1,0,17,jul,1
23609,31,self-employed,married,tertiary,81,0,0,28,aug,2
629,32,technician,married,secondary,90,1,1,6,may,2
3759,50,entrepreneur,married,secondary,556,1,0,16,may,2
31444,32,student,single,unknown,2321,0,0,30,mar,2
10901,44,management,married,primary,2276,1,0,17,jun,1
8123,37,blue-collar,single,secondary,3561,1,0,2,jun,1
38309,26,services,single,secondary,2047,1,0,15,may,1
30956,45,blue-collar,married,secondary,4365,0,1,9,feb,2
37895,35,technician,married,secondary,222,1,0,14,may,5
7383,41,blue-collar,married,primary,-252,1,0,29,may,5
11392,55,blue-collar,married,secondary,5874,0,0,19,jun,1
3414,57,services,married,primary,3990,1,0,15,may,2
22885,31,management,married,tertiary,166,0,0,25,aug,6
12363,53,services,married,primary,931,0,0,27,jun,2
22111,44,management,divorced,tertiary,243,0,0,21,aug,4
44649,27,admin.,single,secondary,321,0,1,2,sep,1
12251,26,blue-collar,married,secondary,490,1,0,23,jun,5
8452,28,entrepreneur,single,secondary,1734,1,0,3,jun,3
8875,39,blue-collar,married,secondary,518,1,0,4,jun,2
36342,46,blue-collar,married,secondary,-27,1,0,11,may,1
21105,45,housemaid,married,primary,0,0,0,14,aug,2
34141,36,management,married,tertiary,2957,1,1,30,apr,2
11040,39,blue-collar,married,primary,-119,0,0,17,jun,6
13500,28,self-employed,single,secondary,241,1,0,9,jul,1
9927,57,unemployed,married,primary,7880,0,0,9,jun,2
20092,45,management,married,tertiary,0,0,0,11,aug,4
5164,25,services,single,secondary,-61,1,0,21,may,2
26300,57,self-employed,divorced,tertiary,6519,0,0,20,nov,1
4631,34,blue-collar,married,secondary,1298,1,0,20,may,1
32213,35,management,single,tertiary,1350,1,0,16,apr,1
20828,39,technician,married,tertiary,4373,1,0,13,aug,6
39954,60,technician,married,secondary,294,0,0,3,jun,4
24514,54,management,married,tertiary,-1415,1,1,17,nov,1
19385,52,blue-collar,married,primary,10,0,0,6,aug,3
37254,51,blue-collar,married,primary,3185,1,0,13,may,1
18148,51,housemaid,married,primary,0,1,0,30,jul,3
44280,26,student,single,secondary,3090,0,0,26,jul,1
11770,57,technician,married,secondary,0,0,0,20,jun,4
7267,36,self-employed,single,primary,235,1,0,29,may,9
38615,27,management,married,tertiary,54,1,0,15,may,3
43000,42,blue-collar,married,secondary,413,1,0,11,feb,2
5421,46,management,married,tertiary,-267,0,0,23,may,3
29091,32,services,single,secondary,6857,0,0,2,feb,1
11671,39,housemaid,married,primary,4899,0,0,20,jun,2
33053,58,retired,married,primary,1351,1,0,17,apr,3
30883,57,unemployed,married,unknown,288,0,0,9,feb,3
40232,40,blue-collar,divorced,secondary,5666,0,1,12,jun,4
3208,51,retired,married,secondary,0,0,0,15,may,1
19586,55,housemaid,married,tertiary,4235,0,0,7,aug,4
33907,21,student,single,secondary,224,0,0,30,apr,1
