,age,job,marital,education,balance,housing,loan,day,month,campaign
27153,30,technician,married,secondary,274,1,1,21,nov,5
6953,47,services,divorced,secondary,-288,1,0,28,may,7
2980,47,self-employed,married,tertiary,4543,1,0,14,may,1
11475,46,blue-collar,divorced,primary,1712,0,0,19,jun,1
22694,49,admin.,married,secondary,635,0,0,25,aug,3
31585,44,services,single,secondary,862,1,0,3,apr,2
32847,35,services,married,secondary,1728,1,0,17,apr,1
7672,38,technician,married,secondary,175,1,0,30,may,1
4868,36,admin.,single,secondary,98,1,0,21,may,1
42459,80,retired,married,primary,155,0,0,9,dec,2
27891,53,housemaid,married,tertiary,554,0,0,28,jan,1
18639,28,blue-collar,single,secondary,39,0,0,31,jul,7
37137,41,technician,single,primary,340,1,0,13,may,1
2530,27,services,single,secondary,331,1,0,13,may,2
25901,32,self-employed,single,tertiary,1249,1,0,19,nov,1
1249,41,management,married,tertiary,1773,0,0,8,may,1
11385,41,admin.,married,secondary,2,1,0,19,jun,1
36951,31,blue-collar,single,secondary,616,1,0,12,may,3
8106,34,management,single,tertiary,0,1,0,2,jun,1
28381,50,retired,married,secondary,1227,0,0,29,jan,2
12827,35,services,divorced,secondary,35,1,0,7,jul,4
15677,34,blue-collar,married,secondary,130,0,1,21,jul,1
7518,44,technician,married,secondary,378,1,0,30,may,2
39004,33,management,divorced,tertiary,47,0,0,18,may,3
19883,32,technician,married,tertiary,3939,0,0,8,aug,2
11425,44,blue-collar,single,primary,1308,0,1,19,jun,1
39966,29,management,single,tertiary,3846,0,0,3,jun,2
18334,40,entrepreneur,divorced,tertiary,992,1,0,31,jul,2
21335,43,management,married,tertiary,13044,0,0,18,aug,4
36537,35,blue-collar,married,unknown,-465,0,0,12,may,1
38997,28,services,single,secondary,373,1,0,18,may,2
19978,51,services,married,primary,0,0,0,8,aug,2
25446,43,entrepreneur,married,tertiary,1574,1,0,19,nov,3
5209,35,management,single,tertiary,3137,1,0,23,may,3
8168,31,blue-collar,married,secondary,0,0,0,2,jun,1
35634,34,unemployed,married,secondary,1243,1,1,8,may,4
13994,58,blue-collar,married,secondary,556,0,1,10,jul,4
4561,38,entrepreneur,married,primary,666,1,0,20,may,10
23802,33,technician,married,secondary,58,1,0,29,aug,2
21022,39,management,single,tertiary,668,0,0,14,aug,2
165,26,admin.,single,secondary,82,1,0,5,may,1
1952,32,blue-collar,married,secondary,150,1,0,9,may,4
27317,44,management,married,secondary,1138,1,0,21,nov,2
15719,51,management,married,tertiary,2455,1,0,21,jul,1
7818,36,management,single,tertiary,548,1,1,30,may,3
16755,49,technician,divorced,secondary,-39,1,1,24,jul,3
30578,36,unemployed,married,secondary,439,1,0,6,feb,6
9255,49,admin.,married,secondary,1677,0,0,5,jun,3
13871,34,blue-collar,single,secondary,0,1,0,10,jul,1
41708,77,retired,married,primary,121,0,0,7,oct,1
138,32,blue-collar,married,secondary,517,1,0,5,may,1
40357,59,self-employed,married,tertiary,185,0,0,22,jun,5
37220,41,blue-collar,married,secondary,0,0,0,13,may,4
6374,46,management,married,tertiary,1285,1,0,27,may,1
42667,36,admin.,divorced,secondary,592,0,0,14,jan,7
25164,41,self-employed,married,tertiary,6000,1,0,18,nov,1
3983,34,management,divorced,tertiary,488,1,0,16,may,2
41994,53,unknown,married,primary,732,0,0,27,oct,2
9186,56,retired,married,primary,855,0,0,5,jun,2
44774,33,services,married,secondary,2368,0,0,13,sep,1
6654,28,management,single,tertiary,1996,1,1,28,may,1
27032,32,admin.,single,secondary,2817,1,0,21,nov,1
43807,23,student,single,tertiary,691,0,0,27,may,1
28943,47,technician,married,secondary,349,1,1,2,feb,1
39950,56,retired,married,secondary,0,0,0,2,jun,3
3582,44,blue-collar,married,primary,140,1,0,15,may,9
44285,27,management,single,tertiary,102,0,0,26,jul,1
28180,49,self-employed,married,secondary,-199,1,1,29,jan,1
11716,50,technician,divorced,tertiary,261,0,0,20,jun,1
8625,61,retired,married,primary,296,1,1,3,jun,2
45017,27,technician,single,secondary,643,0,0,14,oct,1
7090,35,blue-collar,married,secondary,0,1,1,29,may,1
8460,37,blue-collar,married,secondary,67,0,0,3,jun,2
11321,38,services,married,secondary,393,0,0,18,jun,3
27428,41,management,married,primary,102,1,1,21,nov,1
40916,32,management,single,tertiary,354,0,0,12,aug,1
29396,31,management,single,tertiary,3295,0,0,2,feb,2
8576,34,blue-collar,married,primary,765,1,0,3,jun,7
38347,36,services,married,secondary,647,1,1,15,may,2
920,44,admin.,married,secondary,58544,1,0,7,may,2
10026,50,housemaid,married,primary,3056,0,0,9,jun,3
15624,31,management,single,tertiary,5691,1,0,21,jul,1
13788,37,blue-collar,married,secondary,2023,1,0,10,jul,1
31399,34,management,single,tertiary,212,0,0,25,mar,8
11604,41,entrepreneur,married,tertiary,5736,1,1,19,jun,2
23858,35,technician,married,secondary,-146,1,0,29,aug,2
26064,44,technician,married,secondary,16486,1,1,19,nov,3
36461,56,services,divorced,secondary,141,1,0,11,may,2
18699,35,management,married,tertiary,1078,1,0,31,jul,4
33567,48,unemployed,married,secondary,3287,1,1,20,apr,2
38766,35,management,single,tertiary,13,1,0,18,may,8
29153,55,management,married,primary,621,0,1,2,feb,1
36165,40,management,married,tertiary,-17,1,1,11,may,1
42765,76,retired,married,unknown,8919,0,0,28,jan,1
14506,28,admin.,married,secondary,0,1,1,14,jul,2
676,37,blue-collar,married,primary,215,1,1,6,may,3
10476,36,entrepreneur,single,tertiary,658,1,0,16,jun,3
1168,34,management,married,primary,6,1,0,8,may,3
40877,40,admin.,married,secondary,3138,0,0,12,aug,1
23957,45,technician,single,tertiary,2087,0,0,29,aug,14
20693,50,blue-collar,married,unknown,2065,0,0,12,aug,2
10522,33,admin.,married,secondary,372,1,0,16,jun,10
2014,31,admin.,single,secondary,620,0,0,9,may,3
7578,39,blue-collar,married,primary,882,1,0,30,may,4
17915,35,self-employed,divorced,secondary,3443,0,0,30,jul,4
29695,30,technician,single,secondary,62,1,0,3,feb,2
39442,29,admin.,single,secondary,265,1,0,25,may,1
16718,43,unemployed,divorced,secondary,0,1,0,24,jul,2
20737,32,technician,single,tertiary,34646,0,0,13,aug,9
6920,33,admin.,single,primary,-258,1,0,28,may,2
35618,49,blue-collar,married,primary,762,1,0,7,may,2
35871,45,admin.,married,unknown,-299,1,0,8,may,2
11978,40,admin.,married,secondary,-283,0,0,20,jun,2
22600,50,services,single,secondary,321,0,0,22,aug,11
38610,48,blue-collar,married,secondary,1267,1,0,15,may,4
9970,37,services,married,secondary,651,0,0,9,jun,2
31178,50,management,married,unknown,8345,0,0,27,feb,1
39816,23,services,single,secondary,31,0,0,1,jun,1
35329,57,self-employed,married,tertiary,192,1,0,7,may,1
18376,48,management,married,unknown,970,0,0,31,jul,2
36689,48,management,married,secondary,2204,1,0,12,may,1
26210,34,entrepreneur,married,tertiary,368,0,1,20,nov,4
43321,31,student,single,unknown,7826,0,0,17,mar,7
11347,57,housemaid,divorced,primary,7451,0,0,18,jun,4
29018,36,admin.,single,secondary,-207,0,0,2,feb,1
31194,45,technician,single,secondary,4367,1,0,27,feb,1
12427,45,entrepreneur,married,secondary,624,0,1,30,jun,1
8688,49,blue-collar,married,primary,387,1,1,3,jun,5
4612,31,unemployed,married,secondary,296,1,0,20,may,3
8728,42,admin.,single,secondary,336,1,0,4,jun,2
37023,28,management,married,tertiary,3589,1,0,13,may,1
11900,56,blue-collar,married,primary,3643,0,0,20,jun,3
28245,52,unemployed,married,primary,1724,0,0,29,jan,1
22983,33,technician,single,secondary,121,0,0,26,aug,6
649,41,technician,married,secondary,-366,1,1,6,may,3
43896,83,retired,married,tertiary,4761,0,0,9,jun,2
25505,31,self-employed,single,unknown,7118,1,0,19,nov,1
29379,37,admin.,married,secondary,2254,0,0,2,feb,2
2556,51,technician,married,secondary,463,1,0,13,may,5
14532,32,services,married,secondary,1076,0,0,15,jul,3
36634,30,admin.,married,secondary,265,1,0,12,may,1
34761,32,admin.,married,secondary,59,1,0,6,may,1
7701,49,technician,married,primary,2343,1,0,30,may,2
36920,52,retired,married,primary,752,1,0,12,may,4
36394,35,management,married,tertiary,244,1,0,11,may,2
3855,32,management,single,secondary,916,1,0,16,may,2
20909,48,management,married,tertiary,732,0,0,13,aug,1
9056,36,blue-collar,married,secondary,0,0,0,5,jun,1
778,43,blue-collar,married,primary,-454,1,0,7,may,2
28820,26,admin.,single,secondary,802,0,0,30,jan,1
44641,35,management,single,tertiary,992,0,1,1,sep,1
17694,39,housemaid,married,secondary,0,1,0,29,jul,4
28333,31,blue-collar,married,primary,242,0,0,29,jan,1
9889,45,blue-collar,married,primary,900,1,0,9,jun,1
10798,39,blue-collar,married,primary,1564,0,0,17,jun,1
30268,56,retired,married,tertiary,478,0,0,5,feb,1
43741,53,admin.,married,secondary,53,1,0,18,may,1
21688,39,technician,single,secondary,1,0,0,19,aug,2
30233,33,entrepreneur,divorced,primary,596,0,1,5,feb,1
36414,46,blue-collar,divorced,primary,916,1,0,11,may,2
40988,72,retired,married,primary,2079,0,0,13,aug,1
2151,59,retired,married,secondary,434,1,0,12,may,3
9610,33,blue-collar,married,secondary,2645,1,1,6,jun,4
28263,36,blue-collar,married,secondary,-557,1,1,29,jan,1
36174,31,student,married,tertiary,0,0,0,11,may,2
10138,31,blue-collar,single,secondary,-9,1,1,11,jun,16
12340,36,blue-collar,single,primary,367,0,0,26,jun,1
13648,35,blue-collar,divorced,primary,13,0,1,9,jul,1
20319,42,management,married,tertiary,187,0,0,11,aug,1
34374,36,services,single,secondary,1227,1,1,4,may,5
41847,22,services,single,secondary,129,0,0,16,oct,1
11090,40,technician,married,secondary,265,0,0,18,jun,4
8018,46,blue-collar,married,secondary,3696,1,0,2,jun,2
37892,34,blue-collar,married,secondary,332,0,0,14,may,2
19695,36,management,married,tertiary,2813,1,0,7,aug,3
24396,45,technician,single,secondary,819,0,1,17,nov,1
4282,52,admin.,single,primary,0,0,0,19,may,11
15668,59,self-employed,divorced,tertiary,2979,1,0,21,jul,3
21311,48,management,divorced,secondary,3324,0,0,18,aug,4
31854,37,services,single,secondary,248,1,0,8,apr,2
31436,44,unemployed,married,secondary,2756,0,0,30,mar,4
16510,28,services,single,secondary,-7,0,1,23,jul,5
19344,35,technician,single,tertiary,0,1,0,6,aug,2
24940,43,technician,single,secondary,685,1,0,18,nov,1
29317,39,entrepreneur,married,tertiary,4,1,1,2,feb,4
32146,62,blue-collar,married,secondary,180,0,0,15,apr,2
19170,38,management,married,tertiary,950,0,0,5,aug,2
13691,33,blue-collar,married,primary,2,1,1,9,jul,1
42656,70,retired,divorced,primary,482,0,0,14,jan,1
3929,21,admin.,single,secondary,325,1,0,16,may,1
17427,30,services,married,secondary,208,0,1,28,jul,3
38666,34,admin.,married,secondary,-297,1,0,15,may,4
37630,44,blue-collar,married,secondary,500,1,0,14,may,2
24583,32,admin.,married,secondary,0,1,1,17,nov,2
34787,32,blue-collar,single,secondary,1143,1,1,6,may,1
36246,39,self-employed,married,secondary,266,0,0,11,may,2
36093,29,blue-collar,married,secondary,228,1,0,11,may,8
15815,46,housemaid,married,primary,201,1,0,21,jul,1
3868,38,management,married,tertiary,2724,1,0,16,may,4
29949,34,admin.,married,secondary,1651,0,0,4,feb,1
39437,31,admin.,single,secondary,554,1,0,25,may,3
30225,72,retired,married,primary,9160,0,0,5,feb,1
30376,56,technician,divorced,secondary,1480,1,1,5,feb,1
3553,49,technician,married,secondary,3657,1,0,15,may,4
18787,26,admin.,single,secondary,-14,0,0,31,jul,31
34055,30,management,single,tertiary,364,0,0,30,apr,2
18525,53,management,married,tertiary,3366,0,0,31,jul,2
6040,45,technician,divorced,secondary,159,1,0,26,may,3
17351,45,entrepreneur,married,tertiary,219,1,1,28,jul,4
23191,37,management,married,tertiary,40,0,0,27,aug,4
20345,31,technician,single,secondary,2,0,1,11,aug,4
21834,53,management,married,tertiary,404,0,0,20,aug,4
42884,33,admin.,married,tertiary,0,1,1,4,feb,5
11405,37,entrepreneur,married,tertiary,678,0,1,19,jun,1
28352,56,entrepreneur,married,primary,84,0,0,29,jan,2
30079,55,technician,married,primary,818,1,0,4,feb,2
32247,50,blue-collar,married,secondary,825,1,0,16,apr,3
35645,31,self-employed,single,unknown,7118,1,0,8,may,6
25748,30,unknown,single,unknown,6929,0,0,19,nov,1
7803,41,services,married,primary,373,1,0,30,may,2
288,32,blue-collar,married,secondary,1331,1,0,5,may,2
31580,39,technician,married,tertiary,101,0,0,3,apr,1
35922,41,admin.,married,secondary,549,1,0,8,may,4
13200,45,services,married,secondary,1343,0,1,8,jul,1
2090,39,blue-collar,divorced,secondary,36,1,0,12,may,2
44513,24,student,single,secondary,1925,0,0,11,aug,1
23231,33,management,single,tertiary,7084,0,0,27,aug,8
4600,46,entrepreneur,married,secondary,583,1,0,20,may,2
25234,32,management,single,tertiary,0,1,0,18,nov,2
38227,32,blue-collar,divorced,secondary,91,1,0,15,may,2
1164,30,services,married,secondary,442,1,0,8,may,2
23736,59,retired,married,primary,1425,1,0,28,aug,3
26519,33,admin.,married,secondary,2711,0,0,20,nov,1
3801,28,blue-collar,married,primary,507,1,0,16,may,1
5223,33,technician,single,secondary,486,1,0,23,may,2
10111,59,self-employed,married,secondary,1986,0,0,11,jun,1
30356,34,management,single,tertiary,0,0,0,5,feb,1
19023,56,blue-collar,married,secondary,276,0,0,5,aug,1
8183,43,admin.,married,secondary,6220,1,0,2,jun,2
16807,30,admin.,married,tertiary,0,1,0,24,jul,2
44480,79,retired,divorced,secondary,631,0,0,9,aug,5
21567,47,management,divorced,tertiary,83,0,0,19,aug,2
25303,34,admin.,married,secondary,353,0,1,18,nov,3
41931,33,admin.,married,tertiary,79,1,0,22,oct,2
18790,41,unemployed,divorced,secondary,1281,0,0,31,jul,3
3483,59,management,married,tertiary,2319,1,0,15,may,32
8846,36,technician,married,tertiary,606,1,0,4,jun,1
1162,31,self-employed,single,tertiary,120,1,0,8,may,2
17249,38,management,married,secondary,1066,1,0,28,jul,2
10770,38,services,married,secondary,1313,0,0,17,jun,2
40937,40,housemaid,married,secondary,2064,0,0,12,aug,1
30858,37,entrepreneur,married,secondary,1290,0,0,9,feb,2
43470,36,management,single,unknown,62,0,0,13,apr,2
1670,32,services,married,secondary,2068,1,1,9,may,1
15355,26,blue-collar,married,secondary,-384,1,1,18,jul,1
42802,28,admin.,single,secondary,261,1,1,29,jan,3
19490,30,housemaid,single,tertiary,868,0,0,7,aug,2
13781,38,admin.,single,secondary,2246,1,0,10,jul,1
291,54,technician,single,unknown,447,1,0,5,may,2
33352,35,management,married,tertiary,2123,1,0,20,apr,1
15163,32,services,married,secondary,1844,1,1,17,jul,6
44657,38,management,married,tertiary,630,0,0,2,sep,1
13,58,technician,married,unknown,71,1,0,5,may,1
14839,37,blue-collar,married,secondary,0,0,0,16,jul,1
9540,37,management,married,tertiary,1698,1,0,6,jun,2
35346,31,blue-collar,single,secondary,0,1,0,7,may,2
14074,42,services,married,secondary,128,0,0,11,jul,2
27917,28,management,married,tertiary,264,0,0,28,jan,1
3571,32,services,single,secondary,772,1,0,15,may,3
31184,31,management,single,tertiary,924,0,0,27,feb,1
4900,37,technician,single,tertiary,178,1,0,21,may,1
42411,49,management,married,tertiary,5887,0,0,4,dec,3
4569,48,management,divorced,primary,432,1,0,20,may,2
9767,37,admin.,married,secondary,0,0,0,9,jun,1
14413,43,technician,married,primary,-441,1,0,14,jul,3
9898,47,admin.,divorced,secondary,-364,1,1,9,jun,2
16778,33,admin.,married,tertiary,640,0,0,24,jul,1
76,44,blue-collar,married,secondary,582,0,1,5,may,1
20789,32,technician,single,secondary,136,1,0,13,aug,2
39482,30,technician,single,secondary,156,1,0,25,may,4
3875,29,technician,single,secondary,-166,1,0,16,may,2
14464,32,admin.,married,secondary,7522,1,0,14,jul,3
42908,30,student,single,unknown,145,0,0,5,feb,3
3321,58,retired,married,tertiary,2577,1,1,15,may,3
19889,55,self-employed,married,primary,0,0,0,8,aug,2
8238,38,admin.,married,primary,0,1,0,2,jun,32
10115,39,blue-collar,married,secondary,7653,0,0,11,jun,2
28908,57,retired,married,secondary,523,0,1,2,feb,6
17195,25,student,single,tertiary,-380,0,0,28,jul,4
2048,56,management,single,tertiary,4542,0,0,12,may,2
21569,57,housemaid,married,primary,1183,0,0,19,aug,4
25126,55,services,married,secondary,3546,1,1,18,nov,1
28115,31,services,single,secondary,374,0,0,28,jan,4
30951,44,admin.,divorced,secondary,432,0,0,9,feb,3
482,41,technician,married,secondary,767,1,1,6,may,1
21102,32,management,single,tertiary,1512,0,1,14,aug,4
34476,42,admin.,single,secondary,151,1,0,5,may,3
12858,31,admin.,single,secondary,119,0,0,7,jul,1
6409,28,blue-collar,married,secondary,781,1,0,27,may,2
17132,38,blue-collar,married,primary,406,1,0,25,jul,5
948,31,management,married,secondary,2019,0,0,7,may,2
14773,45,management,married,tertiary,1293,0,0,16,jul,3
17252,34,admin.,married,secondary,1655,1,0,28,jul,2
24173,31,entrepreneur,single,secondary,0,0,0,13,nov,1
36476,43,blue-collar,married,primary,0,1,0,12,may,3
36128,33,services,married,secondary,4789,1,1,11,may,1
38874,35,blue-collar,married,primary,2490,1,0,18,may,1
38215,45,admin.,married,secondary,215,1,1,15,may,4
8009,40,blue-collar,married,primary,540,1,0,2,jun,1
11126,51,management,married,primary,192,0,0,18,jun,3
3435,56,technician,married,secondary,28,1,0,15,may,1
3642,56,entrepreneur,married,tertiary,-124,1,0,15,may,5
44145,80,retired,married,primary,1468,0,0,13,jul,2
18633,51,self-employed,married,tertiary,833,0,0,31,jul,3
23277,43,technician,divorced,secondary,-414,0,0,27,aug,4
16899,27,services,single,primary,140,1,1,25,jul,1
11040,39,blue-collar,married,primary,-119,0,0,17,jun,6
28301,29,blue-collar,married,primary,163,1,1,29,jan,2
8390,42,technician,single,unknown,344,1,0,3,jun,7
34817,32,blue-collar,single,primary,1137,1,1,6,may,1
15844,33,blue-collar,married,primary,0,0,0,21,jul,2
33192,32,blue-collar,married,primary,474,1,0,20,apr,1
37551,35,blue-collar,single,primary,1284,1,0,14,may,5
6921,34,entrepreneur,married,tertiary,105,1,0,28,may,2
37672,44,admin.,single,secondary,275,1,0,14,may,5
38685,23,blue-collar,married,primary,531,1,0,15,may,3
39222,34,blue-collar,married,secondary,355,1,0,18,may,3
18414,48,management,married,secondary,-876,0,1,31,jul,16
41652,45,housemaid,married,secondary,4068,0,0,30,sep,1
32012,32,admin.,divorced,secondary,410,1,0,14,apr,1
40705,33,unemployed,married,secondary,1211,0,0,7,aug,1
22446,31,technician,single,secondary,5,0,0,22,aug,2
535,45,blue-collar,divorced,secondary,756,1,0,6,may,2
6843,41,blue-collar,single,secondary,1621,1,0,28,may,1
29907,35,self-employed,married,tertiary,7990,1,0,4,feb,1
7498,28,services,married,secondary,222,1,0,29,may,23
1464,55,blue-collar,married,primary,332,1,0,8,may,2
18139,53,retired,married,primary,0,0,0,30,jul,1
19713,54,services,married,primary,1059,0,0,7,aug,3
36318,56,retired,married,secondary,102,1,0,11,may,1
36445,37,blue-collar,married,secondary,1165,1,0,11,may,3
17144,33,blue-collar,married,secondary,-77,1,0,28,jul,3
14386,43,technician,single,secondary,145,0,0,14,jul,3
17531,45,services,married,unknown,9,1,0,29,jul,2
1812,27,student,married,tertiary,659,1,0,9,may,2
36622,30,blue-collar,married,secondary,90,1,0,12,may,1
17218,38,services,married,secondary,0,1,0,28,jul,2
28515,26,technician,single,tertiary,1996,0,0,29,jan,2
14365,34,management,married,tertiary,-123,1,0,14,jul,3
30203,56,retired,married,secondary,5737,0,0,5,feb,5
43506,38,blue-collar,divorced,secondary,0,1,0,20,apr,1
12090,41,technician,married,secondary,0,0,0,20,jun,2
9386,27,admin.,single,secondary,685,1,0,6,jun,2
4096,51,technician,single,secondary,4089,1,0,19,may,1
42702,63,housemaid,married,tertiary,1528,0,0,18,jan,2
16581,34,technician,single,secondary,3,1,1,24,jul,1
35806,41,services,divorced,secondary,-170,1,0,8,may,1
39467,36,services,married,tertiary,562,0,0,25,may,1
35742,53,admin.,married,primary,0,1,0,8,may,1
30475,55,retired,married,tertiary,127,0,0,5,feb,2
3694,45,self-employed,married,unknown,-257,0,0,16,may,2
12798,30,management,single,tertiary,0,0,0,7,jul,1
36973,33,management,married,tertiary,331,1,0,13,may,3
11197,47,retired,married,primary,490,1,0,18,jun,10
41566,41,admin.,divorced,secondary,6046,1,1,14,sep,2
13513,35,management,single,unknown,2361,0,0,9,jul,10
9522,45,housemaid,single,secondary,5287,0,0,6,jun,2
22121,31,technician,single,secondary,388,0,0,21,aug,2
3381,60,retired,married,primary,751,1,0,15,may,1
40508,31,blue-collar,single,secondary,2093,0,0,7,jul,1
24019,53,unemployed,married,tertiary,240,0,0,29,aug,3
13888,58,self-employed,married,secondary,9994,0,0,10,jul,1
29116,42,management,single,tertiary,336,1,0,2,feb,6
31358,31,technician,married,secondary,180,0,0,17,mar,2
34724,29,technician,single,tertiary,41,1,1,5,may,1
32627,34,admin.,married,secondary,642,1,0,17,apr,1
26913,34,blue-collar,married,primary,12,0,0,21,nov,3
809,57,technician,married,secondary,197,0,0,7,may,1
8398,28,admin.,single,secondary,1323,1,0,3,jun,1
30742,34,admin.,married,tertiary,457,0,0,6,feb,5
1239,41,technician,married,unknown,254,1,0,8,may,1
31564,32,management,divorced,tertiary,530,1,0,3,apr,1
4525,52,blue-collar,divorced,primary,0,1,1,20,may,1
18047,36,management,married,tertiary,96,0,0,30,jul,4
20991,48,management,married,tertiary,2498,0,0,14,aug,2
21166,46,technician,divorced,secondary,0,0,0,14,aug,8
20542,31,management,single,tertiary,86,0,0,12,aug,4
22782,42,self-employed,married,tertiary,1385,0,0,25,aug,19
30955,40,blue-collar,married,primary,1389,1,0,9,feb,5
31550,44,entrepreneur,married,secondary,887,1,0,3,apr,2
21822,33,technician,single,secondary,-374,0,1,20,aug,2
26227,59,management,married,tertiary,98417,0,0,20,nov,5
41970,40,admin.,married,tertiary,1108,0,0,26,oct,2
8608,38,admin.,divorced,secondary,4630,1,0,3,jun,3
1773,32,unemployed,single,secondary,331,1,0,9,may,2
9660,32,blue-collar,single,primary,5418,1,0,6,jun,6
19043,52,technician,married,tertiary,0,0,1,5,aug,1
15397,33,technician,single,tertiary,81,0,0,18,jul,1
17624,59,admin.,divorced,secondary,1525,0,0,29,jul,2
7451,38,blue-collar,married,primary,714,1,0,29,may,3
34782,56,management,married,tertiary,563,1,0,6,may,2
3168,36,blue-collar,married,secondary,-406,1,1,14,may,3
31819,33,management,single,tertiary,318,1,0,8,apr,1
5115,39,blue-collar,married,primary,2003,1,0,21,may,2
5709,59,technician,divorced,secondary,879,1,0,26,may,1
33598,27,blue-collar,single,secondary,153,1,0,20,apr,3
19265,37,technician,divorced,secondary,4965,0,0,6,aug,2
19538,45,blue-collar,married,primary,-485,1,0,7,aug,2
262,37,technician,married,secondary,275,1,0,5,may,1
10899,37,housemaid,married,secondary,942,0,0,17,jun,1
41212,60,housemaid,divorced,secondary,2063,0,0,21,aug,5
19663,31,technician,single,tertiary,319,0,1,7,aug,1
24358,46,management,single,tertiary,46,0,1,17,nov,1
24955,33,blue-collar,married,secondary,596,1,0,18,nov,1
4576,32,management,single,tertiary,1271,1,0,20,may,1
21202,34,management,single,tertiary,454,0,0,14,aug,3
20324,37,management,married,tertiary,2672,1,0,11,aug,1
42638,32,management,single,tertiary,1962,0,0,13,jan,1
8324,33,technician,single,tertiary,5234,0,0,2,jun,3
36219,41,blue-collar,married,secondary,306,1,0,11,may,1
14084,37,technician,married,secondary,0,1,0,11,jul,2
14909,54,blue-collar,married,secondary,381,1,1,16,jul,1
10987,44,blue-collar,single,primary,99,0,0,17,jun,7
31016,61,retired,married,tertiary,1257,0,0,10,feb,1
25049,50,technician,married,secondary,232,0,0,18,nov,1
5717,36,technician,divorced,secondary,19,1,1,26,may,1
41318,68,retired,married,tertiary,2820,0,0,28,aug,2
32755,37,admin.,married,primary,188,1,0,17,apr,1
2731,57,admin.,married,secondary,7,1,0,14,may,6
21079,55,blue-collar,married,unknown,213,0,0,14,aug,2
30180,58,management,married,secondary,-382,0,0,5,feb,4
24532,44,management,married,tertiary,226,1,0,17,nov,3
25186,40,management,married,tertiary,11,1,0,18,nov,2
18751,43,admin.,married,secondary,5048,0,0,31,jul,3
12402,55,blue-collar,married,primary,-79,0,1,27,jun,3
32866,35,blue-collar,married,unknown,520,1,0,17,apr,1
39322,33,self-employed,married,secondary,711,1,0,18,may,2
26125,36,management,married,tertiary,9269,1,1,19,nov,2
25790,47,admin.,divorced,secondary,1939,1,0,19,nov,1
38960,32,management,single,tertiary,7290,1,0,18,may,1
7079,43,technician,single,secondary,11269,0,0,29,may,1
16860,49,blue-collar,married,secondary,165,0,1,25,jul,10
21204,31,blue-collar,married,secondary,401,0,0,14,aug,3
12644,45,services,single,secondary,184,1,1,4,jul,2
41171,76,retired,married,tertiary,0,0,0,19,aug,1
6223,36,blue-collar,married,primary,244,1,0,27,may,2
20880,39,blue-collar,married,primary,52,0,0,13,aug,1
37588,27,blue-collar,married,secondary,1028,1,1,14,may,1
28602,33,services,married,secondary,554,1,0,29,jan,2
7122,29,blue-collar,married,unknown,559,1,0,29,may,2
25580,30,blue-collar,divorced,secondary,4591,1,0,19,nov,1
32723,48,technician,single,secondary,540,1,0,17,apr,1
29851,36,student,single,unknown,449,0,0,4,feb,2
14619,34,blue-collar,single,primary,-109,1,0,15,jul,4
31823,32,self-employed,single,tertiary,562,1,1,8,apr,1
37452,57,blue-collar,married,secondary,25,1,0,13,may,2
2741,48,blue-collar,married,primary,9004,0,0,14,may,3
25053,38,management,married,tertiary,193,0,0,18,nov,1
38207,44,services,married,secondary,5781,1,1,15,may,1
21095,37,management,divorced,tertiary,896,0,1,14,aug,2
3305,53,admin.,divorced,secondary,-394,1,0,15,may,2
3885,28,management,married,tertiary,103,1,0,16,may,2
17428,57,retired,divorced,primary,0,0,0,28,jul,3
36969,36,blue-collar,married,primary,578,1,0,13,may,2
19133,37,technician,married,secondary,0,0,0,5,aug,1
21503,37,management,married,tertiary,115,0,0,19,aug,2
20576,55,management,married,tertiary,134,0,0,12,aug,16
9281,58,admin.,married,primary,549,0,0,5,jun,2
40128,35,admin.,divorced,secondary,1085,0,0,5,jun,1
16402,39,management,married,secondary,6012,0,0,23,jul,2
23254,57,retired,married,secondary,63,0,0,27,aug,2
471,39,housemaid,single,primary,109,1,0,6,may,3
953,37,management,married,tertiary,115,0,0,7,may,1
17189,46,services,married,secondary,53,0,1,28,jul,3
19239,30,blue-collar,single,secondary,4749,0,0,6,aug,2
38680,38,management,married,secondary,341,0,0,15,may,3
15212,52,housemaid,married,primary,3798,1,0,17,jul,1
19874,51,entrepreneur,married,primary,805,1,0,8,aug,4
981,30,technician,single,secondary,102,1,0,7,may,2
36865,36,services,single,secondary,0,1,0,12,may,6
42630,30,technician,married,tertiary,2166,0,0,12,jan,2
3922,45,technician,single,tertiary,4537,1,0,16,may,2
39216,31,technician,single,tertiary,-241,1,0,18,may,2
37449,51,technician,married,secondary,-491,1,1,13,may,2
21142,34,management,married,tertiary,3031,0,0,14,aug,6
8242,32,blue-collar,married,secondary,35,1,0,2,jun,1
36088,38,retired,married,unknown,304,0,0,11,may,1
7155,51,blue-collar,married,secondary,2237,1,0,29,may,1
8049,37,services,married,secondary,741,1,0,2,jun,2
29942,43,services,divorced,secondary,372,1,1,4,feb,2
43026,21,student,single,secondary,123,0,0,12,feb,5
30597,56,admin.,married,secondary,1554,1,1,6,feb,6
2121,32,entrepreneur,married,unknown,227,1,0,12,may,1
1445,58,self-employed,divorced,secondary,613,1,0,8,may,2
13272,56,blue-collar,single,secondary,663,0,1,8,jul,3
18212,30,management,single,tertiary,35,0,0,30,jul,4
